home_team_win;ano;home_ataque_idade_min;home_ataque_idade_max;home_ataque_idade_mean;home_ataque_score_min;home_ataque_score_max;home_ataque_score_mean;home_defesa_idade_min;home_defesa_idade_max;home_defesa_idade_mean;home_defesa_score_min;home_defesa_score_max;home_defesa_score_mean;home_pos_elim;home_pts;home_j;home_v;home_e;home_d;home_gp;home_gc;home_sg;home_desclassif_qtd;home_desclassif_pts_min;home_desclassif_pts_max;home_desclassif_pts_mean;home_desclassif_v_min;home_desclassif_v_max;home_desclassif_v_mean;home_desclassif_e_min;home_desclassif_e_max;home_desclassif_e_mean;home_desclassif_d_min;home_desclassif_d_max;home_desclassif_d_mean;home_desclassif_gp_min;home_desclassif_gp_max;home_desclassif_gp_mean;home_desclassif_gc_min;home_desclassif_gc_max;home_desclassif_gc_mean;home_desclassif_sg_min;home_desclassif_sg_max;home_desclassif_sg_mean;home_aprov;home_perc_v;home_repescagem;home_gp_por_jogo;home_gc_por_jogo;home_sg_por_jogo;home_sede;away_ataque_idade_min;away_ataque_idade_max;away_ataque_idade_mean;away_ataque_score_min;away_ataque_score_max;away_ataque_score_mean;away_defesa_idade_min;away_defesa_idade_max;away_defesa_idade_mean;away_defesa_score_min;away_defesa_score_max;away_defesa_score_mean;away_pos_elim;away_pts;away_j;away_v;away_e;away_d;away_gp;away_gc;away_sg;away_desclassif_qtd;away_desclassif_pts_min;away_desclassif_pts_max;away_desclassif_pts_mean;away_desclassif_v_min;away_desclassif_v_max;away_desclassif_v_mean;away_desclassif_e_min;away_desclassif_e_max;away_desclassif_e_mean;away_desclassif_d_min;away_desclassif_d_max;away_desclassif_d_mean;away_desclassif_gp_min;away_desclassif_gp_max;away_desclassif_gp_mean;away_desclassif_gc_min;away_desclassif_gc_max;away_desclassif_gc_mean;away_desclassif_sg_min;away_desclassif_sg_max;away_desclassif_sg_mean;away_aprov;away_perc_v;away_repescagem;away_gp_por_jogo;away_gc_por_jogo;away_sg_por_jogo;away_sede;home_team_label;away_team_label;home_conf_cont_label;away_conf_cont_label
0;2010;19;38;26;67;83;73;21;40;29;68;84;73;1;20;10;6;2;2;19;13;6;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0;17;34;24;61;87;71;20;34;25;67;80;70;1;13;6;4;1;1;9;3;6;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;0;25;27;27;27
1;2010;20;33;25;76;86;80;21;37;26;76;87;81;1;26;10;8;2;0;26;5;21;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;2;0;19;35;27;77;89;82;22;40;27;78;88;81;1;27;10;9;0;1;34;6;28;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;3;0;2;0;1;31;31;31
1;2010;21;37;26;76;92;82;23;33;28;78;86;81;4;28;18;8;4;6;23;20;3;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0;20;37;25;73;85;76;22;36;27;72;83;75;2;19;10;6;1;3;18;12;6;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0;5;37;37;37
1;2010;18;37;25;72;88;79;22;39;28;73;86;77;1;24;8;8;0;0;17;2;15;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;1;0;17;34;25;62;85;71;20;36;27;60;82;68;1;22;10;7;1;2;22;10;12;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;1;1;0;29;22;22;22
1;2010;18;36;26;80;89;83;22;33;28;79;87;83;1;34;18;9;7;2;33;11;22;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;1;0;21;38;26;68;83;76;25;31;27;61;79;72;2;33;18;10;3;5;32;22;10;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0;9;12;12;12
1;2010;19;32;24;55;83;72;21;34;27;66;77;71;3;33;18;10;3;5;24;16;8;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;0;0;21;31;26;60;84;72;22;32;25;60;74;68;2;15;8;4;3;1;11;6;5;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;0;0;42;35;35;35
1;2010;20;34;25;78;90;83;19;38;27;79;90;83;1;30;10;10;0;0;28;5;23;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;2;0;22;34;26;75;91;80;21;35;28;74;86;79;2;19;10;5;4;1;17;5;12;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0;24;45;45;45
1;2010;18;37;25;72;88;79;22;39;28;73;86;77;1;24;8;8;0;0;17;2;15;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;1;0;18;36;26;80;89;83;22;33;28;79;87;83;1;34;18;9;7;2;33;11;22;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;1;0;29;9;9;9
1;2010;20;36;26;70;87;77;21;34;26;72;83;75;5;24;18;6;6;6;28;20;8;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;1;1;1;0;0;17;34;24;61;87;71;20;34;25;67;80;70;1;13;6;4;1;1;9;3;6;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;0;57;27;27;27
0;2010;21;37;26;76;92;82;23;33;28;78;86;81;4;28;18;8;4;6;23;20;3;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0;20;33;25;76;86;80;21;37;26;76;87;81;1;26;10;8;2;0;26;5;21;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;2;0;5;1;1;1
0;2010;19;32;24;55;83;72;21;34;27;66;77;71;3;33;18;10;3;5;24;16;8;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;0;0;20;34;25;78;90;83;19;38;27;79;90;83;1;30;10;10;0;0;28;5;23;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;2;0;42;24;24;24
0;2010;20;36;26;70;87;77;21;34;26;72;83;75;5;24;18;6;6;6;28;20;8;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;1;1;1;0;0;18;37;25;72;88;79;22;39;28;73;86;77;1;24;8;8;0;0;17;2;15;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;1;0;57;29;29;29
0;2010;20;33;25;76;86;80;21;37;26;76;87;81;1;26;10;8;2;0;26;5;21;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;2;0;20;34;25;78;90;83;19;38;27;79;90;83;1;30;10;10;0;0;28;5;23;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;2;0;1;24;24;24
0;2010;20;36;26;70;87;77;21;34;26;72;83;75;5;24;18;6;6;6;28;20;8;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;1;1;1;0;0;20;33;25;76;86;80;21;37;26;76;87;81;1;26;10;8;2;0;26;5;21;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;2;0;57;1;1;1
0;2010;18;37;25;72;88;79;22;39;28;73;86;77;1;24;8;8;0;0;17;2;15;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;1;0;20;34;25;78;90;83;19;38;27;79;90;83;1;30;10;10;0;0;28;5;23;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;2;0;29;24;24;24
1;2014;22;35;27;77;88;81;21;37;29;77;87;80;1;20;9;6;2;1;18;8;10;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;0;1;1;19;35;25;64;87;73;19;36;27;64;80;70;2;17;10;5;2;3;12;9;3;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;0;0;9;18;18;18
1;2014;20;39;26;69;84;74;20;36;28;70;79;73;4;11;10;2;5;3;7;9;-2;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;1;0;0;0;0;19;34;26;64;81;70;19;34;27;64;80;71;1;13;6;4;1;1;8;3;5;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;1;0;0;0;37;10;10;10
0;2014;22;35;27;79;89;82;23;34;28;79;87;81;1;20;8;6;2;0;14;3;11;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;20;35;25;74;90;78;21;33;26;74;82;77;1;28;10;9;1;0;34;5;29;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;24;29;29;29
1;2014;21;35;27;69;86;74;23;35;30;69;83;72;3;28;16;9;1;6;29;25;4;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;1;0;0;21;35;25;64;75;69;23;42;29;64;78;68;2;13;8;3;4;1;12;7;5;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;1;0;0;0;12;6;6;6
1;2014;22;38;27;70;89;75;22;39;27;70;79;74;2;30;16;9;3;4;27;13;14;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;0;0;0;19;36;25;68;79;72;21;36;27;66;83;72;2;25;10;8;1;1;12;4;8;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;0;0;13;28;28;28
0;2014;21;38;28;69;89;74;20;33;27;69;84;74;5;25;16;7;4;5;25;25;0;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;1;1;1;0;0;21;33;26;59;79;68;24;34;27;59;79;70;2;18;10;5;3;2;13;7;6;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;0;1;0;0;0;57;17;17;17
0;2014;20;35;27;75;86;78;20;35;27;75;83;78;1;22;10;6;4;0;31;4;27;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;21;38;27;76;86;79;22;38;30;76;84;79;1;22;10;6;4;0;19;9;10;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;31;34;34;34
1;2014;21;37;27;65;85;73;21;35;27;65;77;70;1;14;6;4;2;0;15;5;10;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;2;0;1;0;19;35;26;58;83;70;24;32;28;61;76;71;1;17;8;5;2;1;16;5;11;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;2;0;1;0;16;35;35;35
1;2014;18;33;26;67;82;73;21;34;27;67;83;73;1;24;10;7;3;0;17;6;11;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;18;32;25;53;80;69;23;36;29;57;70;65;4;25;16;7;4;5;20;16;4;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;1;0;0;52;21;21;21
1;2014;22;34;26;77;88;80;21;33;27;77;85;80;2;17;8;5;2;1;15;6;9;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;20;31;26;62;76;68;19;33;28;63;73;67;3;15;10;4;3;3;13;12;1;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;0;1;1;0;0;26;30;30;30
1;2014;21;36;28;76;93;79;23;34;29;76;84;79;1;32;16;9;5;2;35;15;20;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;2;0;1;0;20;31;25;59;84;69;19;33;25;52;82;67;1;25;10;8;1;1;30;6;24;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;5;8;8;8
1;2014;19;37;26;77;88;81;22;35;26;78;90;81;1;28;10;9;1;0;36;10;26;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;1;2;0;20;34;25;74;92;78;21;37;28;74;83;77;2;21;10;6;3;1;20;9;11;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;2;0;1;0;1;45;45;45
0;2014;20;34;26;68;75;71;27;28;27;64;67;66;1;16;8;5;1;2;8;2;6;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;1;0;0;0;20;34;26;65;78;71;21;35;26;66;81;71;1;12;6;3;3;0;7;3;4;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;1;0;0;0;32;38;38;38
0;2014;19;32;24;64;81;72;22;29;25;64;73;68;1;15;6;5;0;1;18;3;15;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;3;0;2;0;22;33;27;68;81;72;22;36;28;68;79;72;1;22;10;7;1;2;15;8;7;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;0;1;0;0;0;27;25;25;25
1;2014;18;34;25;71;89;77;20;38;28;71;88;75;1;26;10;8;2;0;18;4;14;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;18;32;25;61;84;70;20;33;26;63;77;69;1;15;6;5;0;1;13;4;9;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;2;0;1;0;7;4;4;4
0;2014;22;35;27;77;88;81;21;37;29;77;87;80;1;20;9;6;2;1;18;8;10;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;0;1;1;20;39;26;69;84;74;20;36;28;70;79;73;4;11;10;2;5;3;7;9;-2;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;1;0;0;0;0;9;37;37;37
0;2014;22;34;28;70;81;74;24;36;29;70;82;74;1;22;10;7;1;2;20;5;15;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;2;0;1;0;23;36;27;66;79;70;23;45;29;66;77;69;2;14;8;4;2;2;13;7;6;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;1;0;0;0;48;15;15;15
0;2014;21;35;25;64;75;69;23;42;29;64;78;68;2;13;8;3;4;1;12;7;5;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;1;0;0;0;20;35;25;74;90;78;21;33;26;74;82;77;1;28;10;9;1;0;34;5;29;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;6;29;29;29
0;2014;22;35;27;79;89;82;23;34;28;79;87;81;1;20;8;6;2;0;14;3;11;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;21;35;27;69;86;74;23;35;30;69;83;72;3;28;16;9;1;6;29;25;4;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;1;0;0;24;12;12;12
0;2014;19;34;26;64;81;70;19;34;27;64;80;71;1;13;6;4;1;1;8;3;5;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;1;0;0;0;19;35;25;64;87;73;19;36;27;64;80;70;2;17;10;5;2;3;12;9;3;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;0;0;10;18;18;18
1;2014;22;38;27;70;89;75;22;39;27;70;79;74;2;30;16;9;3;4;27;13;14;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;0;0;0;21;37;27;65;85;73;21;35;27;65;77;70;1;14;6;4;2;0;15;5;10;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;2;0;1;0;13;16;16;16
1;2014;21;38;28;69;89;74;20;33;27;69;84;74;5;25;16;7;4;5;25;25;0;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;1;1;1;0;0;20;35;27;75;86;78;20;35;27;75;83;78;1;22;10;6;4;0;31;4;27;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;57;31;31;31
0;2014;19;35;26;58;83;70;24;32;28;61;76;71;1;17;8;5;2;1;16;5;11;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;2;0;1;0;19;36;25;68;79;72;21;36;27;66;83;72;2;25;10;8;1;1;12;4;8;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;0;0;35;28;28;28
0;2014;21;38;27;76;86;79;22;38;30;76;84;79;1;22;10;6;4;0;19;9;10;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;21;33;26;59;79;68;24;34;27;59;79;70;2;18;10;5;3;2;13;7;6;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;0;1;0;0;0;34;17;17;17
0;2014;18;33;26;67;82;73;21;34;27;67;83;73;1;24;10;7;3;0;17;6;11;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;22;34;26;77;88;80;21;33;27;77;85;80;2;17;8;5;2;1;15;6;9;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;52;26;26;26
0;2014;20;31;26;62;76;68;19;33;28;63;73;67;3;15;10;4;3;3;13;12;1;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;0;1;1;0;0;18;32;25;53;80;69;23;36;29;57;70;65;4;25;16;7;4;5;20;16;4;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;1;0;0;30;21;21;21
1;2014;21;36;28;76;93;79;23;34;29;76;84;79;1;32;16;9;5;2;35;15;20;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;2;0;1;0;20;34;26;68;75;71;27;28;27;64;67;66;1;16;8;5;1;2;8;2;6;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;1;0;0;0;5;32;32;32
0;2014;19;37;26;77;88;81;22;35;26;78;90;81;1;28;10;9;1;0;36;10;26;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;1;2;0;19;32;24;64;81;72;22;29;25;64;73;68;1;15;6;5;0;1;18;3;15;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;3;0;2;0;1;27;27;27
1;2014;20;34;26;65;78;71;21;35;26;66;81;71;1;12;6;3;3;0;7;3;4;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;1;0;0;0;20;31;25;59;84;69;19;33;25;52;82;67;1;25;10;8;1;1;30;6;24;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;38;8;8;8
1;2014;18;34;25;71;89;77;20;38;28;71;88;75;1;26;10;8;2;0;18;4;14;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;22;34;28;70;81;74;24;36;29;70;82;74;1;22;10;7;1;2;20;5;15;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;2;0;1;0;7;48;48;48
0;2014;23;36;27;66;79;70;23;45;29;66;77;69;2;14;8;4;2;2;13;7;6;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;1;0;0;0;18;32;25;61;84;70;20;33;26;63;77;69;1;15;6;5;0;1;13;4;9;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;2;0;1;0;15;4;4;4
0;2014;22;33;27;68;81;72;22;36;28;68;79;72;1;22;10;7;1;2;15;8;7;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;0;1;0;0;0;20;34;25;74;92;78;21;37;28;74;83;77;2;21;10;6;3;1;20;9;11;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;2;0;1;0;25;45;45;45
0;2014;21;35;25;64;75;69;23;42;29;64;78;68;2;13;8;3;4;1;12;7;5;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;1;0;0;0;22;35;27;79;89;82;23;34;28;79;87;81;1;20;8;6;2;0;14;3;11;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;6;24;24;24
1;2014;20;35;25;74;90;78;21;33;26;74;82;77;1;28;10;9;1;0;34;5;29;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;21;35;27;69;86;74;23;35;30;69;83;72;3;28;16;9;1;6;29;25;4;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;1;0;0;29;12;12;12
0;2014;19;34;26;64;81;70;19;34;27;64;80;71;1;13;6;4;1;1;8;3;5;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;1;0;0;0;22;35;27;77;88;81;21;37;29;77;87;80;1;20;9;6;2;1;18;8;10;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;0;1;1;10;9;9;9
0;2014;19;35;25;64;87;73;19;36;27;64;80;70;2;17;10;5;2;3;12;9;3;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;0;0;20;39;26;69;84;74;20;36;28;70;79;73;4;11;10;2;5;3;7;9;-2;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;1;0;0;0;0;18;37;37;37
0;2014;21;33;26;59;79;68;24;34;27;59;79;70;2;18;10;5;3;2;13;7;6;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;0;1;0;0;0;20;35;27;75;86;78;20;35;27;75;83;78;1;22;10;6;4;0;31;4;27;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;17;31;31;31
0;2014;21;38;27;76;86;79;22;38;30;76;84;79;1;22;10;6;4;0;19;9;10;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;21;38;28;69;89;74;20;33;27;69;84;74;5;25;16;7;4;5;25;25;0;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;1;1;1;0;0;34;57;57;57
0;2014;19;35;26;58;83;70;24;32;28;61;76;71;1;17;8;5;2;1;16;5;11;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;2;0;1;0;22;38;27;70;89;75;22;39;27;70;79;74;2;30;16;9;3;4;27;13;14;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;0;0;0;35;13;13;13
1;2014;19;36;25;68;79;72;21;36;27;66;83;72;2;25;10;8;1;1;12;4;8;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;0;0;21;37;27;65;85;73;21;35;27;65;77;70;1;14;6;4;2;0;15;5;10;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;2;0;1;0;28;16;16;16
1;2014;20;31;25;59;84;69;19;33;25;52;82;67;1;25;10;8;1;1;30;6;24;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;3;0;2;0;20;34;26;68;75;71;27;28;27;64;67;66;1;16;8;5;1;2;8;2;6;6;5;14;8;1;4;2;1;3;1;2;5;4;3;11;6;6;16;10;-9;5;-4;0;0;0;1;0;0;0;8;32;32;32
0;2014;20;34;26;65;78;71;21;35;26;66;81;71;1;12;6;3;3;0;7;3;4;35;2;18;7;0;6;1;0;4;1;0;5;2;2;16;6;3;15;7;-13;9;-1;0;0;0;1;0;0;0;21;36;28;76;93;79;23;34;29;76;84;79;1;32;16;9;5;2;35;15;20;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;2;0;1;0;38;5;5;5
0;2014;20;31;26;62;76;68;19;33;28;63;73;67;3;15;10;4;3;3;13;12;1;2;5;8;6;0;1;0;5;5;5;4;5;4;5;10;7;13;14;13;-8;-4;-6;0;0;0;1;1;0;0;18;33;26;67;82;73;21;34;27;67;83;73;1;24;10;7;3;0;17;6;11;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;30;52;52;52
0;2014;18;32;25;53;80;69;23;36;29;57;70;65;4;25;16;7;4;5;20;16;4;4;12;20;14;2;5;3;3;6;4;6;10;8;14;17;16;20;31;26;-14;-6;-10;0;0;0;1;1;0;0;22;34;26;77;88;80;21;33;27;77;85;80;2;17;8;5;2;1;15;6;9;40;0;21;10;0;6;2;0;6;2;1;10;4;0;28;11;4;54;16;-53;24;-4;0;0;0;1;0;1;0;21;26;26;26
